age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,log_balance
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes,6.779921907472252
33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,-1,0,unknown,yes,6.693323668269949
29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,yes,6.51471269087253
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes,0.0
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes,5.780743515792329
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes,6.826545223556594
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes,8.576216531865699
38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,547,2,-1,0,unknown,yes,0.0
41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,yes,8.29529885950246
52,technician,married,secondary,no,386,no,no,cellular,20,apr,438,1,-1,0,unknown,yes,5.958424693029782
40,technician,married,primary,no,284,yes,no,cellular,20,apr,1332,2,-1,0,unknown,yes,5.652489180268651
32,entrepreneur,married,secondary,no,-242,yes,no,cellular,20,apr,1202,3,-1,0,unknown,yes,
28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,-1,0,unknown,yes,6.99117688712121
28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,5,-1,0,unknown,yes,7.951911381854188
35,management,married,tertiary,no,43,yes,no,cellular,20,apr,860,1,-1,0,unknown,yes,3.784189633918261
46,management,married,primary,no,3229,yes,no,cellular,20,apr,1550,1,-1,0,unknown,yes,8.080237416216702
50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes,5.834810737062605
44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes,0.0
29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,20,apr,712,4,-1,0,unknown,yes,
61,retired,married,secondary,no,243,no,no,cellular,20,apr,194,1,-1,0,unknown,yes,5.497168225293202
70,retired,married,secondary,no,2575,no,no,telephone,20,apr,216,2,-1,0,unknown,yes,7.853993087224244
44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,yes,4.663439094112067
59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,-1,0,unknown,yes,0.0
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,yes,
39,technician,married,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,unknown,yes,7.329749689041512
36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes,7.563200592358071
78,retired,married,primary,no,240,no,no,cellular,20,apr,325,1,-1,0,unknown,yes,5.484796933490655
28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure,yes,5.961005339623274
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes,2.639057329615259
73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes,8.07215530818825
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes,6.408528791059498
28,student,single,secondary,no,0,no,no,cellular,20,apr,185,1,-1,0,unknown,yes,0.0
42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,yes,6.269096283706261
54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,1,-1,0,unknown,yes,5.736572297479192
27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,yes,8.374246182096304
73,retired,married,primary,no,253,no,no,cellular,20,apr,345,1,-1,0,unknown,yes,5.537334267018537
33,management,single,tertiary,no,6807,no,no,cellular,20,apr,163,1,-1,0,unknown,yes,8.82585367025321
51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,yes,4.430816798843313
32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,2,-1,0,unknown,yes,6.709304340258299
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,yes,7.585281078639126
26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes,4.919980925828125
32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes,7.59890045687141
41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,yes,5.655991810819852
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes,6.432940092739179
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes,6.393590753950631
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes,0.0
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes,7.467942332285852
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes,9.219002745054835
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes,8.151044945685024
63,retired,married,unknown,no,2193,no,no,telephone,21,apr,1348,4,-1,0,unknown,yes,7.693481640835175
95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,17,-1,0,unknown,yes,7.733245646529795
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,unknown,yes,7.587817219993427
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes,9.298900548955663
35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,-1,0,unknown,yes,6.558197802812269
74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,yes,9.15704507491796
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes,8.129174996911793
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes,7.034387929915503
30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes,8.745443680098592
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes,4.820281565605037
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,2,-1,0,unknown,yes,9.054504940418054
45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,3,-1,0,unknown,yes,0.0
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes,1.0986122886681096
39,admin.,married,tertiary,no,1108,no,no,cellular,21,apr,204,1,-1,0,unknown,yes,7.011213987350367
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,-1,0,unknown,yes,5.3612921657094255
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,-1,0,unknown,yes,8.53915035876828
36,student,single,secondary,no,17,no,no,cellular,22,apr,621,1,-1,0,unknown,yes,2.8903717578961645
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,yes,6.849066282633458
38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,1,-1,0,unknown,yes,0.0
33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes,6.78332520060396
30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes,4.406719247264253
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,unknown,yes,5.6240175061873385
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes,8.003697339094368
65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,1,-1,0,unknown,yes,4.51085950651685
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes,8.230843564198235
40,management,married,primary,no,395,yes,no,cellular,22,apr,232,4,-1,0,unknown,yes,5.981414211254481
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes,6.517671272912275
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes,2.1972245773362196
37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes,0.0
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,yes,7.635303886259415
45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,2,-1,0,unknown,yes,6.2285110035911835
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes,2.1972245773362196
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,yes,6.508769136971682
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure,yes,0.0
59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,1,-1,0,unknown,yes,7.570443252057374
76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,3,-1,0,unknown,yes,7.484930283289661
25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,163,1,-1,0,unknown,yes,0.0
27,services,single,secondary,no,955,no,no,cellular,23,apr,206,1,-1,0,unknown,yes,6.862757913051401
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes,6.597145701886651
24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes,7.612336837167746
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes,8.318742252692399
51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes,8.500657222776137
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes,7.96693349840484
28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,4,-1,0,unknown,yes,7.226209010100671
30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,2,-1,0,unknown,yes,5.988961416889864
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes,8.01565761455734
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes,7.99799931797973
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes,6.9865664594064265
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,3,-1,0,unknown,yes,5.950642552587727
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes,8.272315147956022
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes,8.098034756176071
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,unknown,yes,8.196987927258897
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes,4.890349128221754
51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,-1,0,unknown,yes,6.588926477533519
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes,5.0106352940962555
34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,2,-1,0,unknown,yes,6.46302945692067
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes,8.950014029534257
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes,3.9889840465642745
39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,1,-1,0,unknown,yes,2.772588722239781
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes,5.493061443340548
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,yes,5.934894195619588
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,1,-1,0,unknown,yes,4.553876891600541
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,-1,0,unknown,yes,5.8971538676367405
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes,7.58629630715272
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes,7.0630481633881725
52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes,5.267858159063328
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,1,-1,0,unknown,yes,0.0
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,1,-1,0,unknown,yes,4.3694478524670215
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes,7.163946684342547
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,1,-1,0,unknown,yes,7.262628600974241
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,-1,0,unknown,yes,8.12651816878071
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,1,-1,0,unknown,yes,8.627660644442209
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes,7.115582126184454
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes,4.574710978503383
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes,5.41610040220442
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,success,yes,0.0
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,1,-1,0,unknown,yes,7.456454555176209
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes,6.548219102762372
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,yes,6.8501261661455
37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes,7.285506548522786
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes,4.564348191467836
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes,7.744569809354496
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes,8.648572269472618
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,1,-1,0,unknown,yes,7.333023014386481
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes,5.680172609017068
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,1,-1,0,unknown,yes,8.918516400357067
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,-1,0,unknown,yes,7.352441100243583
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes,7.434847875211999
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes,6.630683385642372
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes,5.308267697401205
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,yes,6.976348070447749
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,-1,0,unknown,yes,7.193685818395112
29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,yes,5.752572638825633
47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,2,86,2,failure,yes,6.519147287940395
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown,yes,7.953669778649798
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,2,-1,0,unknown,yes,
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes,5.988961416889864
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes,0.0
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,1,-1,0,unknown,yes,7.198931240688173
59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,-1,0,unknown,yes,6.202535517187923
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,yes,7.467942332285852
33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,439,1,-1,0,unknown,yes,8.389814262086407
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,failure,yes,5.267858159063328
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes,8.538367426647644
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes,6.902742737158593
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes,7.00488198971286
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,161,1,failure,yes,4.867534450455582
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes,8.709630081951286
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes,4.02535169073515
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes,7.393263094763838
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,yes,5.834810737062605
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes,7.6093665379542115
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes,5.545177444479562
30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,yes,8.452121194672523
24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,1,-1,0,unknown,yes,6.959398512133975
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes,7.500529485395295
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes,8.163940954755008
35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,1,-1,0,unknown,yes,6.251903883165888
28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes,5.429345628954441
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes,5.602118820879701
32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,1,-1,0,unknown,yes,8.46252579007393
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes,8.80357441813497
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes,6.419994928147142
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes,8.605753368395717
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes,6.51471269087253
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes,5.8998973535824915
31,services,single,secondary,no,181,no,no,cellular,30,apr,325,1,-1,0,unknown,yes,5.204006687076795
24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes,6.163314804034641
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,yes,5.393627546352361
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes,4.465908118654584
33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,1,-1,0,unknown,yes,7.065613363597717
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes,2.9444389791664403
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes,5.288267030694535
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown,yes,6.844815479208263
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes,7.113956109566034
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes,7.676473646389156
47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,1,-1,0,unknown,yes,7.786967002614872
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,1,-1,0,unknown,yes,3.58351893845611
36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,2,-1,0,unknown,yes,5.976350909297934
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes,6.428105272684596
25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,yes,7.3833681469923835
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes,6.551080335043404
49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,-1,0,unknown,yes,8.666130304190608
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes,7.919356190660617
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes,7.0587581525186645
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,unknown,yes,6.655440350367647
31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,2,-1,0,unknown,yes,7.3901814282264295
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes,4.941642422609304
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes,7.943427767876373
26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,1,-1,0,unknown,yes,6.230481447578482
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes,4.59511985013459
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,1,-1,0,unknown,yes,7.9208096792886
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes,0.0
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes,6.212606095751519
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes,6.55250788703459
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes,8.331586243630754
61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,3,-1,0,unknown,yes,6.833031732786201
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes,7.720017940432244
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes,0.0
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,-1,0,unknown,yes,0.0
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes,6.591673732008658
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes,5.872117789475416
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,yes,5.948034989180646
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,yes,10.498277415479205
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,unknown,yes,5.0689042022202315
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes,6.5998704992128365
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes,5.723585101952381
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes,9.235325624670091
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes,8.052614818815567
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes,5.4680601411351315
33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes,8.601166625192416
33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes,4.897839799950911
45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes,6.46302945692067
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,unknown,yes,5.537334267018537
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes,8.529319371214077
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes,6.805722553416985
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes,5.817111159963204
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes,0.6931471805599453
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes,7.280697195384741
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes,7.400620577371135
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,yes,8.07775756373692
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,yes,5.75890177387728
33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes,7.623153068476902
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,yes,6.324358962381311
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes,6.194405391104672
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes,7.037905963447182
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes,5.241747015059643
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown,yes,7.6004023345004
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes,6.255750041753367
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes,8.759197750371365
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes,7.888709524182015
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,-1,0,unknown,yes,8.338783971442199
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes,8.093156697722637
44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,-1,0,unknown,yes,5.099866427824199
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes,7.323830566202317
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,-1,0,unknown,yes,6.6895992691789665
32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes,5.993961427306569
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes,7.805882040228621
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes,6.280395838960195
63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,-1,0,unknown,yes,7.763446388727362
56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,yes,9.145054905277552
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes,5.472270673671475
37,student,single,unknown,no,444,no,no,cellular,4,may,1063,5,-1,0,unknown,yes,6.09807428216624
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,yes,9.149315670138408
24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown,yes,5.961005339623274
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes,7.99699040583765
43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,yes,7.880048200971577
39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown,yes,5.568344503761097
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes,6.244166900663736
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown,yes,8.67812085552252
44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,-1,0,unknown,yes,
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes,5.241747015059643
30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,-1,0,unknown,yes,4.127134385045092
58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,-1,0,unknown,yes,7.6783263565068856
37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,-1,0,unknown,yes,6.490723534502507
39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,2,-1,0,unknown,yes,0.0
